 self_reference_min_shares, self_reference_max_shares, self_reference_avg_sharess
3000.0,3000.0,3000.0
2200.0,2200.0,2200.0
5200.0,5200.0,5200.0
5900.0,10400.0,8900.0
479.0,2600.0,1675.8
4500.0,4500.0,4500.0
2600.0,11700.0,5666.66666667
0.0,0.0,0.0
926.0,3000.0,1802.88888889
1900.0,1900.0,1900.0
1500.0,1500.0,1500.0
959.0,35800.0,18379.5
1200.0,1200.0,1200.0
1400.0,1800.0,1600.0
0.0,0.0,0.0
7600.0,7600.0,7600.0
0.0,0.0,0.0
0.0,0.0,0.0
1000.0,1000.0,1000.0
6800.0,6800.0,6800.0
1600.0,1600.0,1600.0
0.0,0.0,0.0
3200.0,3200.0,3200.0
1500.0,23900.0,7875.0
2700.0,2700.0,2700.0
3600.0,108500.0,39400.0
2900.0,2900.0,2900.0
0.0,0.0,0.0
4700.0,4700.0,4700.0
516.0,5200.0,2858.0
2400.0,2400.0,2400.0
527.0,7400.0,3963.5
347.0,1300.0,823.5
1100.0,7300.0,3266.66666667
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
727.0,727.0,727.0
13900.0,13900.0,13900.0
1400.0,11800.0,4933.33333333
953.0,953.0,953.0
0.0,0.0,0.0
3200.0,3200.0,3200.0
15500.0,15500.0,15500.0
2500.0,2500.0,2500.0
589.0,2100.0,1322.25
309.0,53100.0,7373.22222222
1300.0,1300.0,1300.0
15500.0,15500.0,15500.0
436.0,681.0,558.5
5100.0,5100.0,5100.0
0.0,0.0,0.0
0.0,0.0,0.0
796.0,912.0,854.0
3500.0,3500.0,3500.0
1100.0,6900.0,3683.33333333
3300.0,3300.0,3300.0
8700.0,9800.0,9250.0
1700.0,11800.0,6750.0
27200.0,27200.0,27200.0
0.0,0.0,0.0
754.0,2500.0,1950.8
0.0,0.0,0.0
0.0,0.0,0.0
5500.0,5500.0,5500.0
869.0,2800.0,1740.0
1300.0,1300.0,1300.0
3900.0,3900.0,3900.0
1400.0,1400.0,1400.0
0.0,0.0,0.0
95900.0,95900.0,95900.0
1200.0,10400.0,6766.66666667
12400.0,95900.0,54150.0
12400.0,95900.0,54150.0
1800.0,3100.0,2450.0
2900.0,4800.0,3850.0
3500.0,3500.0,3500.0
0.0,0.0,0.0
0.0,0.0,0.0
196700.0,196700.0,196700.0
1700.0,2400.0,2050.0
668.0,5000.0,2037.83333333
0.0,0.0,0.0
416.0,904.0,642.666666667
15500.0,22800.0,19150.0
13100.0,13100.0,13100.0
1800.0,1800.0,1800.0
1400.0,2900.0,2400.0
966.0,974.0,970.0
0.0,0.0,0.0
1200.0,1200.0,1200.0
434.0,2700.0,1289.5
5200.0,5200.0,5200.0
0.0,0.0,0.0
1300.0,1700.0,1500.0
1200.0,5100.0,3040.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
539.0,2100.0,1279.66666667
4500.0,4500.0,4500.0
3100.0,3100.0,3100.0
0.0,0.0,0.0
2500.0,2500.0,2500.0
0.0,0.0,0.0
2700.0,22800.0,12750.0
0.0,0.0,0.0
4000.0,4000.0,4000.0
2000.0,2000.0,2000.0
1400.0,1400.0,1400.0
1500.0,7500.0,3700.0
552.0,1200.0,876.0
556.0,556.0,556.0
4200.0,4200.0,4200.0
786.0,786.0,786.0
9500.0,9500.0,9500.0
0.0,0.0,0.0
789.0,789.0,789.0
2400.0,2400.0,2400.0
1100.0,1400.0,1250.0
5000.0,5000.0,5000.0
0.0,0.0,0.0
493.0,4500.0,2082.16666667
2300.0,2300.0,2300.0
0.0,0.0,0.0
4000.0,4000.0,4000.0
104100.0,104100.0,104100.0
25200.0,32600.0,28900.0
6300.0,6300.0,6300.0
3200.0,3200.0,3200.0
687.0,2500.0,1366.5
0.0,0.0,0.0
2000.0,2100.0,2050.0
29500.0,29500.0,29500.0
3200.0,3200.0,3200.0
309.0,53100.0,7195.44444444
0.0,0.0,0.0
2900.0,34700.0,11325.0
0.0,0.0,0.0
1300.0,5200.0,3250.0
546.0,7700.0,2899.55555556
0.0,0.0,0.0
2700.0,18200.0,10400.0
52900.0,52900.0,52900.0
2700.0,2700.0,2700.0
1200.0,3700.0,2260.0
641.0,2800.0,1580.33333333
2500.0,39200.0,20850.0
0.0,0.0,0.0
608.0,5800.0,2902.66666667
1900.0,1900.0,1900.0
11100.0,11100.0,11100.0
29500.0,29500.0,29500.0
16200.0,16200.0,16200.0
0.0,0.0,0.0
1200.0,1500.0,1350.0
2900.0,2900.0,2900.0
1000.0,1000.0,1000.0
11300.0,22800.0,17050.0
363.0,11800.0,3695.66666667
1300.0,11300.0,6300.0
756.0,810.0,783.0
2800.0,12700.0,6300.0
25000.0,25000.0,25000.0
759.0,5500.0,3253.0
24500.0,24500.0,24500.0
4400.0,4400.0,4400.0
1300.0,5800.0,4300.0
0.0,0.0,0.0
2800.0,2800.0,2800.0
0.0,0.0,0.0
3400.0,3400.0,3400.0
3100.0,3100.0,3100.0
1000.0,1000.0,1000.0
9800.0,9800.0,9800.0
0.0,0.0,0.0
975.0,3400.0,2187.5
16000.0,16000.0,16000.0
12500.0,12500.0,12500.0
865.0,9100.0,4982.5
4300.0,4300.0,4300.0
0.0,0.0,0.0
5600.0,5600.0,5600.0
3900.0,3900.0,3900.0
737.0,1100.0,918.5
11100.0,11100.0,11100.0
789.0,1200.0,968.333333333
2500.0,2500.0,2500.0
630.0,1300.0,965.0
3500.0,3500.0,3500.0
10600.0,10600.0,10600.0
113700.0,113700.0,113700.0
10600.0,10600.0,10600.0
1600.0,15500.0,6666.66666667
14100.0,14100.0,14100.0
0.0,0.0,0.0
1000.0,11800.0,5233.33333333
7200.0,7200.0,7200.0
1900.0,1900.0,1900.0
659.0,659.0,659.0
6000.0,7200.0,6600.0
15500.0,15500.0,15500.0
0.0,0.0,0.0
2400.0,9900.0,7400.0
3000.0,32600.0,17800.0
16400.0,23900.0,20150.0
2200.0,104100.0,36266.6666667
0.0,0.0,0.0
1100.0,3900.0,2440.0
3500.0,22800.0,13150.0
614.0,2900.0,1427.33333333
719.0,23900.0,7679.75
5900.0,23500.0,14700.0
1000.0,19700.0,8066.66666667
548.0,4400.0,2474.0
1700.0,5000.0,3633.33333333
1800.0,27200.0,14500.0
1100.0,3100.0,2000.0
1200.0,1200.0,1200.0
1100.0,9300.0,3814.28571429
4500.0,4500.0,4500.0
879.0,6700.0,2100.33333333
390.0,1900.0,1088.75
3200.0,14900.0,9050.0
896.0,2900.0,1581.66666667
3100.0,3100.0,3100.0
573.0,10500.0,4004.66666667
0.0,0.0,0.0
2400.0,4800.0,3600.0
12000.0,12000.0,12000.0
981.0,4000.0,2693.66666667
981.0,7900.0,4440.5
2600.0,2600.0,2600.0
1100.0,5800.0,2540.0
3200.0,3200.0,3200.0
981.0,3100.0,1727.0
668.0,1200.0,862.0
0.0,0.0,0.0
5000.0,5000.0,5000.0
910.0,3200.0,2055.0
3000.0,3000.0,3000.0
3100.0,104100.0,53600.0
2000.0,23500.0,7330.76923077
4100.0,13100.0,7100.0
3400.0,3400.0,3400.0
1000.0,16400.0,6533.33333333
0.0,0.0,0.0
0.0,0.0,0.0
2500.0,5600.0,4466.66666667
13100.0,13100.0,13100.0
0.0,0.0,0.0
3000.0,3000.0,3000.0
547.0,1600.0,1033.0
0.0,0.0,0.0
0.0,0.0,0.0
429.0,971.0,659.666666667
2900.0,70500.0,25566.6666667
9300.0,9300.0,9300.0
7200.0,7200.0,7200.0
34.0,1900.0,956.625
931.0,1300.0,1068.75
454.0,4400.0,2790.8
1000.0,1000.0,1000.0
0.0,0.0,0.0
10600.0,17400.0,15000.0
29900.0,29900.0,29900.0
2000.0,2000.0,2000.0
683.0,2400.0,1338.8
5900.0,5900.0,5900.0
642.0,4300.0,2471.0
0.0,0.0,0.0
3000.0,3000.0,3000.0
1300.0,1600.0,1450.0
5500.0,5500.0,5500.0
0.0,0.0,0.0
0.0,0.0,0.0
838.0,838.0,838.0
6500.0,6500.0,6500.0
1200.0,1300.0,1250.0
0.0,0.0,0.0
0.0,0.0,0.0
894.0,2900.0,2064.66666667
811.0,811.0,811.0
889.0,889.0,889.0
642.0,17500.0,4140.75
0.0,0.0,0.0
681.0,35400.0,23827.0
579.0,2400.0,1489.5
1200.0,2400.0,1800.0
1200.0,1200.0,1200.0
1900.0,12000.0,5060.0
876.0,4100.0,2369.0
1800.0,1800.0,1800.0
42500.0,42500.0,42500.0
0.0,0.0,0.0
3200.0,3200.0,3200.0
1500.0,1500.0,1500.0
0.0,0.0,0.0
847.0,5200.0,3023.5
740.0,16000.0,4625.75
49900.0,49900.0,49900.0
2700.0,3200.0,2950.0
0.0,0.0,0.0
0.0,0.0,0.0
1100.0,3800.0,2000.0
95900.0,95900.0,95900.0
4100.0,5300.0,4700.0
2500.0,2500.0,2500.0
11400.0,11400.0,11400.0
1600.0,6800.0,3600.0
2300.0,2300.0,2300.0
1400.0,1400.0,1400.0
2400.0,3300.0,2850.0
817.0,56400.0,21005.6666667
1000.0,35400.0,19350.0
503.0,6500.0,2128.0
2700.0,2700.0,2700.0
2200.0,2200.0,2200.0
1900.0,5300.0,3600.0
0.0,0.0,0.0
718.0,1200.0,959.0
1100.0,2700.0,1900.0
652.0,35400.0,18026.0
0.0,0.0,0.0
0.0,0.0,0.0
899.0,899.0,899.0
4100.0,4100.0,4100.0
1100.0,3400.0,2300.0
652.0,35400.0,13250.6666667
2100.0,2100.0,2100.0
1300.0,9800.0,7625.0
832.0,2500.0,1666.0
11100.0,11100.0,11100.0
13900.0,13900.0,13900.0
358.0,4800.0,2579.0
894.0,35400.0,11148.5
656.0,35400.0,12918.6666667
1000.0,5600.0,3150.0
803.0,7600.0,4843.28571429
1500.0,35400.0,14466.6666667
3000.0,3000.0,3000.0
0.0,0.0,0.0
10100.0,10100.0,10100.0
5200.0,11000.0,8100.0
15500.0,15500.0,15500.0
2900.0,2900.0,2900.0
0.0,0.0,0.0
10600.0,17400.0,15000.0
3000.0,3000.0,3000.0
14200.0,14200.0,14200.0
1900.0,2500.0,2200.0
1400.0,1400.0,1400.0
3000.0,3000.0,3000.0
1300.0,39400.0,14166.6666667
0.0,0.0,0.0
23100.0,23100.0,23100.0
1900.0,1900.0,1900.0
53200.0,53200.0,53200.0
0.0,0.0,0.0
2400.0,2400.0,2400.0
11200.0,11200.0,11200.0
11100.0,11100.0,11100.0
1500.0,11000.0,6766.66666667
574.0,7200.0,2426.6
630.0,1200.0,844.0
0.0,0.0,0.0
17500.0,17500.0,17500.0
2900.0,2900.0,2900.0
11000.0,11000.0,11000.0
906.0,1300.0,1037.33333333
0.0,0.0,0.0
2200.0,2200.0,2200.0
531.0,35400.0,9513.6
469.0,35400.0,8410.0
1200.0,13900.0,7550.0
2200.0,13700.0,7950.0
931.0,6400.0,3532.75
955.0,35400.0,6936.42857143
2200.0,2500.0,2400.0
0.0,0.0,0.0
0.0,0.0,0.0
907.0,1000.0,953.5
863.0,863.0,863.0
1500.0,10100.0,5800.0
309.0,53100.0,7181.44444444
0.0,0.0,0.0
759.0,759.0,759.0
871.0,871.0,871.0
34700.0,34700.0,34700.0
859.0,3100.0,1979.5
1200.0,1200.0,1200.0
718.0,14200.0,5372.66666667
590.0,2700.0,1830.0
656.0,35400.0,14627.4
10.0,3300.0,1184.85714286
0.0,0.0,0.0
0.0,0.0,0.0
2500.0,2500.0,2500.0
2000.0,2000.0,2000.0
1900.0,1900.0,1900.0
1100.0,3500.0,2300.0
573.0,11100.0,3593.25
4300.0,4300.0,4300.0
1100.0,1100.0,1100.0
30400.0,30400.0,30400.0
2900.0,5000.0,4133.33333333
1000.0,2000.0,1466.66666667
0.0,0.0,0.0
5300.0,5300.0,5300.0
1500.0,1500.0,1500.0
4100.0,4100.0,4100.0
781.0,8300.0,2968.71428571
3000.0,3000.0,3000.0
2700.0,2700.0,2700.0
3200.0,3200.0,3200.0
3100.0,3100.0,3100.0
1800.0,1800.0,1800.0
3000.0,3000.0,3000.0
1500.0,16000.0,8750.0
0.0,0.0,0.0
1100.0,1900.0,1475.0
2200.0,2200.0,2200.0
0.0,0.0,0.0
844.0,52900.0,26872.0
609.0,4000.0,2402.25
2100.0,2100.0,2100.0
0.0,0.0,0.0
2000.0,19300.0,10650.0
0.0,0.0,0.0
622.0,2100.0,1361.0
3500.0,3500.0,3500.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1200.0,13900.0,7550.0
2000.0,2000.0,2000.0
1800.0,1800.0,1800.0
13900.0,13900.0,13900.0
0.0,0.0,0.0
3200.0,17400.0,12050.0
1900.0,1900.0,1900.0
656.0,35400.0,11031.2
1200.0,1200.0,1200.0
4800.0,4800.0,4800.0
0.0,0.0,0.0
656.0,59000.0,15450.8571429
43100.0,43100.0,43100.0
498.0,4900.0,2699.0
0.0,0.0,0.0
842.0,842.0,842.0
1100.0,1400.0,1250.0
3500.0,3500.0,3500.0
1000.0,1200.0,1100.0
7200.0,7200.0,7200.0
10000.0,10000.0,10000.0
6600.0,6600.0,6600.0
2000.0,2000.0,2000.0
1800.0,10900.0,6350.0
2900.0,2900.0,2900.0
0.0,0.0,0.0
0.0,0.0,0.0
1300.0,1300.0,1300.0
464.0,1400.0,1021.33333333
1900.0,1900.0,1900.0
2500.0,2500.0,2500.0
0.0,0.0,0.0
58100.0,58100.0,58100.0
10900.0,10900.0,10900.0
2200.0,16000.0,9100.0
864.0,2500.0,1319.0
16000.0,16000.0,16000.0
964.0,964.0,964.0
138700.0,138700.0,138700.0
0.0,0.0,0.0
25200.0,25200.0,25200.0
2700.0,2700.0,2700.0
0.0,0.0,0.0
2200.0,2200.0,2200.0
0.0,0.0,0.0
1400.0,1400.0,1400.0
2400.0,64300.0,18525.0
2200.0,9400.0,5800.0
0.0,0.0,0.0
1800.0,1800.0,1800.0
5600.0,5600.0,5600.0
0.0,0.0,0.0
0.0,0.0,0.0
2800.0,13100.0,7950.0
875.0,875.0,875.0
750.0,4800.0,2216.66666667
2800.0,2800.0,2800.0
2500.0,2500.0,2500.0
4000.0,4000.0,4000.0
543.0,4200.0,2371.5
1700.0,1700.0,1700.0
385.0,1800.0,993.0
564.0,1400.0,848.375
2200.0,2200.0,2200.0
3000.0,17400.0,9480.0
443.0,443.0,443.0
6200.0,6200.0,6200.0
794.0,794.0,794.0
656.0,35400.0,8994.5
0.0,0.0,0.0
3300.0,3300.0,3300.0
3700.0,3700.0,3700.0
659.0,659.0,659.0
2300.0,3300.0,2800.0
0.0,0.0,0.0
12700.0,12700.0,12700.0
609.0,609.0,609.0
933.0,1400.0,1166.5
309.0,53100.0,7146.44444444
3300.0,3700.0,3500.0
817.0,8700.0,3279.25
0.0,0.0,0.0
1400.0,3400.0,2500.0
5200.0,5200.0,5200.0
0.0,0.0,0.0
5500.0,5500.0,5500.0
1100.0,1500.0,1300.0
0.0,0.0,0.0
498.0,4400.0,1526.66666667
0.0,0.0,0.0
967.0,967.0,967.0
0.0,0.0,0.0
2200.0,2900.0,2550.0
781.0,1100.0,940.5
709.0,709.0,709.0
1100.0,2200.0,1650.0
0.0,0.0,0.0
2000.0,2000.0,2000.0
7500.0,7500.0,7500.0
1.0,1900.0,1100.33333333
7600.0,7600.0,7600.0
7600.0,7600.0,7600.0
30400.0,138700.0,84550.0
13900.0,13900.0,13900.0
1200.0,1400.0,1300.0
0.0,0.0,0.0
1500.0,1500.0,1500.0
0.0,0.0,0.0
5200.0,5200.0,5200.0
1500.0,1500.0,1500.0
803.0,4600.0,1980.6
743.0,3600.0,2171.5
0.0,0.0,0.0
0.0,0.0,0.0
1800.0,1800.0,1800.0
9700.0,9700.0,9700.0
719.0,17300.0,5090.0
840.0,875.0,857.5
1500.0,16300.0,8533.33333333
2800.0,52900.0,27850.0
12300.0,18200.0,14266.6666667
4000.0,4000.0,4000.0
1300.0,71000.0,36150.0
1300.0,6800.0,4050.0
2500.0,5200.0,3850.0
1400.0,1400.0,1400.0
589.0,2700.0,1108.2
1000.0,1400.0,1200.0
16300.0,16300.0,16300.0
6500.0,35400.0,19166.6666667
656.0,8600.0,2330.42857143
2800.0,12000.0,7400.0
0.0,0.0,0.0
0.0,0.0,0.0
3200.0,3200.0,3200.0
0.0,0.0,0.0
0.0,0.0,0.0
4100.0,4100.0,4100.0
0.0,0.0,0.0
1600.0,2500.0,2050.0
875.0,875.0,875.0
886.0,7700.0,2609.55555556
2000.0,2000.0,2000.0
464.0,5400.0,1687.28571429
1600.0,2600.0,2100.0
0.0,0.0,0.0
0.0,0.0,0.0
1000.0,5200.0,2425.0
558.0,1400.0,1052.66666667
0.0,0.0,0.0
23000.0,23000.0,23000.0
2600.0,11600.0,5966.66666667
1600.0,3000.0,2300.0
3900.0,3900.0,3900.0
1800.0,1800.0,1800.0
3600.0,5200.0,4133.33333333
7500.0,7500.0,7500.0
643.0,643.0,643.0
627.0,1600.0,1231.75
0.0,0.0,0.0
34700.0,53200.0,43950.0
13800.0,13800.0,13800.0
0.0,0.0,0.0
7600.0,7600.0,7600.0
6200.0,6200.0,6200.0
1000.0,138700.0,34808.3333333
0.0,0.0,0.0
558.0,20200.0,3326.17241379
2400.0,2400.0,2400.0
21600.0,21600.0,21600.0
1600.0,3800.0,2633.33333333
0.0,0.0,0.0
389.0,16300.0,3607.90909091
0.0,0.0,0.0
1100.0,13900.0,7500.0
0.0,0.0,0.0
3100.0,3100.0,3100.0
690.0,711.0,700.5
2500.0,2500.0,2500.0
0.0,0.0,0.0
0.0,0.0,0.0
3200.0,3200.0,3200.0
3500.0,35400.0,19450.0
11600.0,11600.0,11600.0
341.0,8600.0,3659.4
2000.0,2000.0,2000.0
0.0,0.0,0.0
3000.0,3000.0,3000.0
7800.0,7800.0,7800.0
5200.0,5200.0,5200.0
538.0,17300.0,8919.0
2000.0,2000.0,2000.0
0.0,0.0,0.0
9000.0,9000.0,9000.0
824.0,17400.0,9112.0
1800.0,1800.0,1800.0
1300.0,7100.0,4200.0
1100.0,3200.0,2150.0
4700.0,4700.0,4700.0
5200.0,5200.0,5200.0
4100.0,4100.0,4100.0
1200.0,1200.0,1200.0
20900.0,20900.0,20900.0
0.0,0.0,0.0
2200.0,2600.0,2400.0
257.0,49900.0,25078.5
2000.0,2000.0,2000.0
4100.0,4100.0,4100.0
1000.0,1900.0,1333.33333333
2700.0,2700.0,2700.0
0.0,0.0,0.0
4800.0,4800.0,4800.0
552.0,17300.0,3323.71428571
2900.0,2900.0,2900.0
1400.0,1400.0,1400.0
2000.0,10200.0,7466.66666667
1300.0,5200.0,3514.28571429
0.0,0.0,0.0
0.0,0.0,0.0
5500.0,5500.0,5500.0
2600.0,5500.0,4050.0
593.0,4400.0,1955.66666667
5700.0,5700.0,5700.0
1400.0,95900.0,41600.0
18600.0,18600.0,18600.0
4300.0,4300.0,4300.0
1800.0,1800.0,1800.0
5300.0,5300.0,5300.0
622.0,7000.0,2403.6
3600.0,29900.0,16750.0
2000.0,13900.0,6466.66666667
0.0,0.0,0.0
1100.0,1700.0,1366.66666667
0.0,0.0,0.0
1100.0,4900.0,3000.0
664.0,4900.0,2782.0
989.0,1400.0,1196.33333333
981.0,981.0,981.0
4500.0,49900.0,27200.0
104100.0,104100.0,104100.0
23900.0,23900.0,23900.0
1300.0,3100.0,1775.0
592.0,6100.0,2418.25
1200.0,6100.0,3650.0
3100.0,6100.0,4600.0
656.0,11600.0,4939.0
0.0,0.0,0.0
5300.0,5300.0,5300.0
4800.0,7600.0,6200.0
2000.0,2000.0,2000.0
2200.0,6100.0,4150.0
0.0,0.0,0.0
0.0,0.0,0.0
309.0,53100.0,7206.55555556
3500.0,10200.0,6850.0
1200.0,1200.0,1200.0
1200.0,1200.0,1200.0
0.0,0.0,0.0
2600.0,4100.0,3350.0
636.0,2900.0,1681.77777778
1200.0,1200.0,1200.0
0.0,0.0,0.0
0.0,0.0,0.0
10100.0,10100.0,10100.0
3600.0,3600.0,3600.0
15500.0,15500.0,15500.0
488.0,488.0,488.0
1400.0,5800.0,3600.0
4700.0,4700.0,4700.0
702.0,5800.0,3200.66666667
1800.0,2900.0,2350.0
2000.0,2000.0,2000.0
596.0,642.0,619.0
0.0,0.0,0.0
0.0,0.0,0.0
658.0,13700.0,4477.25
1800.0,11900.0,5575.0
885.0,2600.0,1557.0
1300.0,13900.0,4300.0
1200.0,9000.0,3328.57142857
6600.0,6600.0,6600.0
1100.0,6200.0,3060.0
0.0,0.0,0.0
7000.0,11800.0,9400.0
1100.0,1100.0,1100.0
0.0,0.0,0.0
2000.0,2000.0,2000.0
0.0,0.0,0.0
549.0,8200.0,2569.8
3500.0,39400.0,17700.0
805.0,1400.0,1102.5
21900.0,21900.0,21900.0
0.0,0.0,0.0
5000.0,6100.0,5550.0
2300.0,2300.0,2300.0
0.0,0.0,0.0
0.0,0.0,0.0
1600.0,7700.0,4650.0
53200.0,53200.0,53200.0
2400.0,2400.0,2400.0
17300.0,17300.0,17300.0
0.0,0.0,0.0
0.0,0.0,0.0
832.0,19800.0,8176.0
1400.0,1400.0,1400.0
917.0,11800.0,5339.0
1400.0,1400.0,1400.0
1400.0,11800.0,6600.0
1200.0,16000.0,8600.0
0.0,0.0,0.0
0.0,0.0,0.0
309.0,35800.0,18054.5
1100.0,5600.0,3350.0
815.0,3500.0,1828.75
521.0,2700.0,1477.625
2300.0,2300.0,2300.0
2200.0,2200.0,2200.0
0.0,0.0,0.0
9300.0,15600.0,12450.0
1600.0,1600.0,1600.0
1900.0,18600.0,10250.0
16000.0,16000.0,16000.0
568.0,568.0,568.0
696.0,2600.0,1537.0
0.0,0.0,0.0
1400.0,1400.0,1400.0
20200.0,20200.0,20200.0
11900.0,22800.0,17350.0
14200.0,14200.0,14200.0
0.0,0.0,0.0
6900.0,12500.0,8900.0
0.0,0.0,0.0
573.0,35400.0,5500.09090909
0.0,0.0,0.0
2700.0,5300.0,4000.0
5900.0,5900.0,5900.0
23000.0,23000.0,23000.0
1300.0,1300.0,1300.0
2600.0,2600.0,2600.0
1500.0,1500.0,1500.0
0.0,0.0,0.0
13100.0,13100.0,13100.0
0.0,0.0,0.0
2600.0,2600.0,2600.0
917.0,11800.0,3276.5
5600.0,17300.0,11450.0
0.0,0.0,0.0
909.0,10000.0,4069.66666667
9100.0,9100.0,9100.0
4000.0,4000.0,4000.0
2900.0,16600.0,9750.0
363.0,35400.0,7207.33333333
1400.0,12200.0,5633.33333333
0.0,0.0,0.0
459.0,2700.0,1266.8
910.0,910.0,910.0
697.0,3500.0,2098.5
1100.0,1800.0,1333.33333333
446.0,1700.0,1148.66666667
2700.0,2700.0,2700.0
0.0,0.0,0.0
981.0,6000.0,3490.5
1200.0,1200.0,1200.0
11000.0,35400.0,23200.0
795.0,6900.0,4431.66666667
13900.0,13900.0,13900.0
1300.0,1300.0,1300.0
2200.0,2200.0,2200.0
1300.0,7900.0,4600.0
0.0,0.0,0.0
0.0,0.0,0.0
951.0,1500.0,1250.33333333
756.0,2700.0,1728.0
1600.0,2800.0,2200.0
12400.0,12400.0,12400.0
6500.0,6500.0,6500.0
2700.0,6800.0,4750.0
96100.0,96100.0,96100.0
0.0,0.0,0.0
1100.0,3600.0,2314.28571429
1600.0,18200.0,6350.0
2000.0,143100.0,72550.0
0.0,0.0,0.0
917.0,11800.0,5036.16666667
2700.0,2700.0,2700.0
614.0,2900.0,1427.33333333
3500.0,26000.0,14750.0
716.0,716.0,716.0
2700.0,2700.0,2700.0
2400.0,2400.0,2400.0
2000.0,7600.0,4533.33333333
309.0,53100.0,7651.0
1000.0,1000.0,1000.0
1000.0,6000.0,3500.0
1000.0,1000.0,1000.0
0.0,0.0,0.0
23900.0,23900.0,23900.0
676.0,5800.0,2625.33333333
801.0,11800.0,6300.5
0.0,0.0,0.0
0.0,0.0,0.0
994.0,3700.0,2347.0
19700.0,19700.0,19700.0
0.0,0.0,0.0
716.0,716.0,716.0
6800.0,6800.0,6800.0
104100.0,104100.0,104100.0
2400.0,2400.0,2400.0
0.0,0.0,0.0
3300.0,3300.0,3300.0
3300.0,3300.0,3300.0
2000.0,14400.0,8200.0
7100.0,7100.0,7100.0
1100.0,4300.0,2700.0
1300.0,1300.0,1300.0
0.0,0.0,0.0
0.0,0.0,0.0
720.0,720.0,720.0
0.0,0.0,0.0
2700.0,2700.0,2700.0
1200.0,25700.0,13450.0
4600.0,6500.0,5550.0
917.0,11800.0,2872.42857143
5500.0,9000.0,7250.0
0.0,0.0,0.0
1100.0,4600.0,2850.0
3900.0,17400.0,10650.0
917.0,11800.0,3263.4
2200.0,35400.0,13300.0
3000.0,3000.0,3000.0
0.0,0.0,0.0
0.0,0.0,0.0
2500.0,2500.0,2500.0
7300.0,7300.0,7300.0
454.0,13900.0,5697.6
0.0,0.0,0.0
4300.0,4300.0,4300.0
0.0,0.0,0.0
1500.0,3800.0,2266.66666667
5700.0,5700.0,5700.0
1300.0,5200.0,2340.0
1100.0,1100.0,1100.0
4800.0,4800.0,4800.0
723.0,723.0,723.0
882.0,10900.0,3130.2
0.0,0.0,0.0
2200.0,3200.0,2700.0
6000.0,6000.0,6000.0
4100.0,4100.0,4100.0
0.0,0.0,0.0
0.0,0.0,0.0
1700.0,1700.0,1700.0
2300.0,5800.0,4050.0
1600.0,4800.0,3300.0
2800.0,23500.0,10366.6666667
1000.0,4800.0,2900.0
17300.0,17300.0,17300.0
2000.0,2000.0,2000.0
234.0,1500.0,867.0
0.0,0.0,0.0
6700.0,16400.0,11550.0
558.0,1100.0,785.0
1200.0,1200.0,1200.0
985.0,20100.0,12048.9285714
3000.0,10200.0,5566.66666667
533.0,6900.0,1565.0
910.0,910.0,910.0
2700.0,2700.0,2700.0
3400.0,3400.0,3400.0
969.0,10900.0,2873.0
1000.0,19100.0,7125.0
0.0,0.0,0.0
984.0,3400.0,2192.0
563.0,41000.0,5855.07142857
3600.0,3600.0,3600.0
958.0,46200.0,9984.22222222
2300.0,2300.0,2300.0
1100.0,1100.0,1100.0
962.0,1600.0,1281.0
899.0,2400.0,1549.75
1900.0,1900.0,1900.0
1600.0,1600.0,1600.0
1800.0,1900.0,1850.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1200.0,20300.0,8333.33333333
861.0,861.0,861.0
552.0,1900.0,1270.25
0.0,0.0,0.0
3800.0,3800.0,3800.0
4200.0,13300.0,9166.66666667
678.0,26000.0,13339.0
694.0,8300.0,4497.0
2800.0,2800.0,2800.0
872.0,872.0,872.0
17400.0,17400.0,17400.0
1100.0,1900.0,1400.0
2400.0,2400.0,2400.0
2100.0,2100.0,2100.0
718.0,879.0,798.5
1500.0,9100.0,4700.0
686.0,2500.0,1593.0
732.0,1700.0,1310.66666667
1500.0,2200.0,1850.0
6500.0,20300.0,15700.0
1600.0,12600.0,5266.66666667
0.0,0.0,0.0
4900.0,4900.0,4900.0
5500.0,46200.0,21366.6666667
1500.0,4800.0,3366.66666667
0.0,0.0,0.0
2500.0,3600.0,3050.0
1800.0,1800.0,1800.0
2400.0,17300.0,9850.0
610.0,610.0,610.0
7900.0,7900.0,7900.0
633.0,6500.0,1931.33333333
29400.0,29400.0,29400.0
817.0,817.0,817.0
0.0,0.0,0.0
6000.0,49900.0,20633.3333333
0.0,0.0,0.0
1000.0,1000.0,1000.0
1200.0,1200.0,1200.0
1400.0,1400.0,1400.0
1100.0,1800.0,1450.0
1300.0,1300.0,1300.0
0.0,0.0,0.0
5200.0,5200.0,5200.0
2200.0,11100.0,6650.0
2300.0,3600.0,2950.0
2500.0,5500.0,4000.0
768.0,2900.0,1834.0
568.0,1900.0,1087.33333333
0.0,0.0,0.0
1600.0,5900.0,3750.0
6500.0,20300.0,13566.6666667
16000.0,16000.0,16000.0
3200.0,3200.0,3200.0
3200.0,3200.0,3200.0
